id	document	label
7931340	줄리델피는 나이가 들수록 멋지다!	1
3382430	내가 본 일드 중 쵝오~!!!!!>0<	1
9880437	역시 명작은 명작이다...	1
10153465	글쎄요.... 뭐랄까... 영화 제목을 잘못 보고 착각한 내 잘못이랄까...	0
10049872	그냥 기독교영화네요. 좀 더 깊이있는 내용을 기대했는데.. 실망입니다. 영화도 뭔가 엉성해요;;	0
9427493	그냥 책으로 읽는게 더 절절하게 다가온다. 영화는 내용을 너무 비약하고 삭제해서 행간을 잃어버렸다. 책에서 꽉 찼었던 느낌과 반대로 모든 것이 엉성하다.	0
6629097	너무나 감동적인 영화	1
9995177	스킨헤드성님들이 이 영화를 싫어합니다.	0
9600841	자동차 매니아인 나의 평점은 5점 이하~속았다...아오~	0
9244416	나 이거 보고 인형 절대안삼	1
6159178	정체성은 사치인가?	0
10059230	나이먹은아저씨들이 일찐놀이하는영화 개역겹다. 알바풀었냐 현실감 개진짜 개제로	0
9988541	남극은 왔는데 그만 길을 잃었다. 오르지 못할 곳은 오르는 것이 아니다.	0
7790870	재밌음 귀엽고 신남	1
8130040	포스터는 진심 개쩐다~ 엑소시스트를 능가하는 공포물 같지만 실상은 처키보다 못한영화	0
5398829	시청률 44%는 개뿔;; 존11나 재미없어;; 이제보니 MBC가 사극너무못만드네;;	0
7141862	요즘 재방보는데 넘 재밌는데...왜 시청률은 저조했을까 싶네요...둘다 귀요미	1
8605792	연출 연기 영상이 아름다운 영화입니다. 저예산영화인 관계로 스펙타클은 부족하지만 한국영화계에 새로운 바람, 희망, 다크호스가 될것임을 믿습니다. 많은 응원부탁드리고 벌써부터 일찍 관람해주신분들 진심으로 감사합니다. New hope	1
8852339	평점이왜이렇게낮지?난 이거 또다운받고있다.3번째...정말잼있던데...끝에 견자단하고 대빵하고싸울땐 정말 가슴이뜨거워졌다.난정말로 잼있게봤다...최근댓글이니 내가 알바아닌줄은 알거다.	1
5924043	이게 어떻게 평점이 낮을수가 있지?	1
10095254	블랙코미디 조롱 대상이 우린데 기분 드러워서 점수 주겠냐? 성기 노출 등으로 어그로나 끌고서는 ㅉㅉ	0
7545407	촌동네 조폭삼류영화. 가끔씩 툭툭들이미는 유머도 영쌩뚱맞구 촌스럽기까지하다.	0
1028779	10점 만들기	1
5947102	스타뎀 형님의 얼굴에 먹칠을 한영화..	0
29672	헐...남자몸매보면 기분 좋나?	0
8673629	안봐도 별점 한개 주고싶은 10류 영화 같다... ㅋㅋ심형래 아저씨와 동급감독인듯 ㅋㅋㅋ	0
9922565	정말 완벽했다.최고의 영화중에 꼽히는 영화.	1
9869002	조잡하고 유치한 저예산 3류 B급 영화다.. 스토리에 깊이감도 없고 전체적으로 루즈하다.	0
8622080	진짜..뭐냐 민국이나 지아는 더빙 더이상시키면안되겠네 더빙이 얼마나중요한데 이런애들을시켜데뷔도안한애들을 연예인이해도 뭐라고하는판에	0
8954713	그냥 재미가 없어요....ㅠㅠ	0
1998203	쇼를해라 쇼	0
4355661	중심이 약하니 언저리 가지고 무리한 승부수를 띄운다	0
247380	주연배우들의 이름만 기억에 남.	0
9149689	그냥 안보는게 이득 ...	0
8931143	키기키기키기키기키기	0
5364316	박얘쁜 빠수니 죄다 OO 없어져버려	0
9915858	진짜 짜증나는 영화..	0
9985367	불은 잘 보이지도 않고 사람 죽어나갈 때는 엄청난 웅장한 음악만 나오고 전혀 마음에 와 닿지 않는 설정들	0
6438587	망작	0
9678213	상당히 재밌게 봤습니다	1
4602811	내코끼리내놔가 더재밌음ㅋ	1
586485	코믹은 코믹으로 봐라 패러디하고 카메오들보는 재미도 있다	1
10101756	유치짬뽕이네!!. 딱 초등3학년 영화다. 초등학교 자녀 있는 가족분께 추천함!!	0
9425646	후속 지금이라도 나와라 한국애니 좀 살려보자	1
4376802	EBS를 통해 봤는데.. 정말 재밌게 잘 봤어요. 요 근래 본 영화 중 최고인듯!	1
7806661	기대않고 봤는데, 찰지게 만든 토종느와르네~! 흥미진진하다..	1
6238614	성인영화를 가족영화로 만드려하는 멍청한 자막제작자가 마음에 안들어서 1점	0
720113	일본인 특유의 어색한 연기 여주인공 연기 너무 못해	0
7674213	전반적으로 무거운 느낌의 영화네요.가비의향과맛처럼,씁쓸함이 느껴집니다.장윤현감독님께서,커피부분에관해 신경을 쓰시다보니,연출부분에있어서,좀 미흡하지않았나싶고, 배우들연기력은 괜찮았습니다.	1
9719704	전작보다 100 재밌다. 배우, 내용 모두 세련됨	1
8679307	진지하고 무거운 소재를 경쾌하고 재미있게 만들었다	1
6148658	유럽작품상 탈만한 유럽에 중요한 얘기..또한 픽션	1
4550608	풍정정은 어케된거지ㅋㅋㅋ과도한 압축으로 개연성없지만...배우들이 호화로워서...	1
9353256	이영화 구성좋다는분들 ㅋㅋ아마 친구랑 같이영화보고 님들이 영화 좋다고 재밌다하면 같이본 친구들은 이해하지 못할겁니다 ㅋㅋ진짜 최악 최저 스토리 주인공 행동 개연성없음캐릭간의 이해관계 최악 ㅋㅋㅋCIA갘ㅋㅋ이렇게 허접하게 표현된 영화 간만이라능ㅋ	0
6082274	이젠 그만 보고 싶은, 막돼먹은 스토리텔링.	0
8935552	말이 필요 없다.로맨스 싫어하는 내가 봤을때 기절할 것 같았어 ㅜㅜㅜㅜ	1
10257700	제 취향적 이고 우울한 마음을 완전히 날려버리고 슬픈내용을 본뒤 마음을 정화시켜주네요.	1
9437693	영상미가 역시 최고네요	1
6825866	끙.....	0
9326219	역시 한국영화는 보지말아야돼	0
455825	괜찮은 영화...	1
208558	요즘 재밌음!	1
10038451	소재는 참 좋아서 삼점준다. 제작된 영화는 공포도, 스릴러도 아닌 본분을 잊은 드라마아닌 드라마같은 느낌이다. 연기, 연출은 괜찮았다. 다만 시작부터 끝까지 지루할 뿐이다. 또 어떤 장면들은 살짝 유치했다.	0
8411258	남자인데 보는내내 울었다 딸 낳으면 잘해줘야지...	1
9566485	안타까울뿐. 안타까울뿐.	0
6027897	영웅은 사람들이 원하기 때문에 만들어지는 또다른 희생자다..	1
6361907	그냥 평작. 욕까진안나오고..	0
10149061	극장가서 안본 내머리를 깨버리고싶네요. 제인생 최고의 영홥니다. 키이라작품 중에서도 최고일듯. 알럽키이라♡♡	1
1135339	중고생들의 마마추어 포르노	0
9134639	비디오 물이냐 동시상영물이냐 ~ 넌 정체가 모냐	0
8759753	이건 말로 설명할 수 없는 유치함이다. 진짜 필름이 아깝다	0
5658983	이승연의 강렬함이 묻어나는 영화. 그러나 홍경인은 너무 불쌍하게 나옴	1
2955927	'드릴브라' 에서 뿜었다	0
8821260	2% 부족한 영화가아닌 98%부족한 영화감동이 있다길래 참고 끝까지 다봤는데...;;진심으로 이렇게 재미없다고 느끼는건 처음;;	0
8384832	계몽영화의 한계를 고스란이 답습한다	0
3711748	우와 정말 오랜만에 통쾌하게 웃었네요 ㅎㅎ 내일이 기대됩니다	1
8759142	청춘에는 마침표가 없다.	1
7459571	세얼간이 아줌마 나와서 한번 본건데 실망...신선한 반전을 주고싶었나 본데 개연성도 없구 뭐이런...	0
9618670	좋은 소재에 만족할 연출.	1
522869	심혜진이 나와서 겨우 저정도라니 실망이다	0
9505968	아들놈은 끝까지 아빠한테 미안한 감정 없어..ㅠ 소재가 신선했는데 영화 자체는 메시지도 모호하고 스토리가 짜임새 있지 않은 것 같다.	0
8567896	창업을 꿈꾸는가! 좋은 아이템이 있어 사업을 하려하는가!! 그렇다면 기를 쓰고 이 영활 보기바란다!! 그 멀고 험한 여정에 스승이 될것이요 지침서가 될것이다... 혹은 단념에 도움이 될지도... 참 오랜만에 박장대소하며 본 독립영활세~~~ ★	1
2828148	슬픈액션영화치고는실망이크다부자간의배신과원망으로끝나는것이너무허무하다	0
9087701	EBS 명화에서 이거보고 움 진짜감동적	1
8775560	낰였다 티 프리미엄ㅡㅡ 인간적인 면이 쫌 맘에 들어서 2점줬다 근데 진짜 이선균 정재영 김상중 연기파배우들 불러노코 이딴 쓰레기 영화 찍냐ㅡㅡ 진짜 영화보는데 계쇠 지루하고 괴로웠다ㅡㅡ	0
2956430	너무나 따뜻하고 감동적인 영화	1
6984995	C급영화도 안되는...일점도 아깝다... 네이버는 마이너스 점수도 만들어 달라	0
5875641	스토리의 부진은 액션의 재미까지 반감시킨다	0
9674250	누구나 ㅡ낄수ㅣㅆ느덕을 영화화함...굿,,	1
9698428	시종일관 오락가락 말하고자하는게 뭔지 모르겠다 감독자기만의 세계에 빠져 만든것같은 영화..	0
1956819	왠지모를 색다른 감동을 주는영화이다....	1
9352399	전주영화제에서봤었는데넘늦게개봉한듯... 종교와업에대해한번더생각할수있게만든영화. 저예산으로만들었으나감독의노력이느껴져큰박수를보내고싶다. 화이팅!	1
10270814	보는내내 웃었습니다 재밌네요	1
7117896	1	0
5787812	사랑에 상처받으면 다시 치유될수 있을까? 하는 생각이 드는 영화!	1
1353144	극장가서 본영화중 쓰디쓴아픔을 처음으로 느끼게해준 퍼스트	0
8422811	최고! 더 무슨평가가 필요한가 ~~탑!	1
1268778	자신의삶에대해 다시한번 생각하게하는영화...	1
9062386	알바놈들 양심도 없냐...멀보고 십점주는거냐	0
9589263	90년도로 돌아가게 해준다는 ㅡㅡ	0
9589188	끼워 맞추기 개쩔던데, 반전 하나 보고 와 하는 인간들 이해 불가	0
8029041	우웩. 개랑 무슨짓을 했길래. 후세가 태어나. 일본놈들 진짜 정신상태 이상하네.	0
6478189	4	0
8181452	이 영활 보고나면 흐뭇해진다.. 영화는 한국이 더 잘만든다는 걸 느끼게 되니까..	0
1633598	지들이 뭔데 대우를 까냐?	0
10095078	재밌고 짠하고 그게 매력입니다	1
7622143	와 ㅠㅠ 내머릿속지우개 이후에 진짜 슬픈영화였어요 ㅠㅠ 마지막에 눈물폭발 ㅜㅜ 오늘이후에도 또보고싶네요	1
9102887	월요커플 짱짱!! 덕분에 아주 재미있게 보고 있습니당!!	1
8206148	007 터키특집..액션은 스키추격이 기억에 남고. 소피의,소피에 의한,소피를 위한 시리즈..로저무어 시절보다 재미는 조금 떨어진다	1
1509830	수많은 최루성 멜로는 여기에서...	1
499334	내평생 최고의 걸작. 현실 건너편 세계를 잠시 엿본듯한 느낌.	1
6662535	내 인생 최고의 영화	1
4881827	진짜 추천해요 ^^	1
9825558	포스터가 사기. 너무 현실적이어서 배우들은 심각한데 빵빵 터지는 화성남 금성녀. 아 슈발 지는 혼자 내리면서 본전생각에 담배 피는 남편.	1
5043859	머가마술이라는거야?나죽기전에외계인만나볼수나있을지?	0
5409088	참 재밌는 영화 ㅎㅎ	1
8962807	빨리좀 끝나라...으이그 처음엔재밌는줄알았는데이게뭐야!이리재미없다.	0
5943761	극에 전혀 몰입안되는 장면 이어붙이기식 단순 진행,연출력이 형편없음.	0
5536004	자막제작자가 써놨듯이 막장임.	0
6932147	그리 무서운 수도승이 물에 쉽게 떠내려가네	0
6484469	이게왜 주온보다 평점이높은지 이해가안간다 이영화 맨처음 여배우가 물대포쏠때부터 웃겻다 포스터가 더무섭다 영화상영시간내내 포스터만보여줘도 충분히지린다	0
10004793	진짜 신기하다...라는 말밖에 안나와	1
9391681	좋은 배우들을 데리고....;; 작품의 부족함.	0
8130315	아니 왜 5점대라니, 근래에 본 다크 히어로무비 중에서 최고였어요. 아주 그냥 고스트라이더에게 걸리면 스치면 사망인거에요.	1
7392240	묵직하게 시작해서 우습게 끝남	0
8772531	내용 전개가엉성하고지루할정도로 재미가없슴	0
1367092	돈뭉치로 싸대기;; 명장면이다ㅋㅋ	0
8495001	2.2고고하자 ㅋㅋㅋ	0
1185788	쓰레기영화	0
8824834	너무일찍슬픔을알게된제제가안쓰럽다..책으로읽고도눈물이났는데..영화도마찬가지다.어린나이의제제는슬픔을너무일찍알아버렸다	1
14513	정말 비디오마저 돈주고 보고 아깝다..최악...	0
4357478	말그대로 뚝방에서 볼영화	0
6021189	내 인생 최고의 영화. 10년이 다되가는데, 아직도 아련하고 애틋한 기억.	1
7287648	감독ㅡㅡ다신영화찍지마라	0
10253977	육감적인 섹시한 여인들의 존재 자체가 이 영화의 전부	0
9992205	영화 첫 도입부 부터 카메라 각도라든지 화질이라든지 겁나 구림.. 영화 아닌줄 알았음	0
8026930	진정 좋은 영화란 볼때당시 잼있다... 도 있지만.. 두고두고 기억나고생각나고 또 한번쯤 보고싶은 이런영화가 아닐런지요 ㅋㅋ	1
8043001	박사아들 정시현 정말 멋져요	1
2168829	1편이 너무좋아서 2편이 너무묻힌다	0
6377552	할 말이 없다	0
129805	난 별로던데 -_ -	0
5661543	이런 영화가 참 좋다.	1
542441	곳곳에 번뜩이는 아이디어. 아기자기한 구성이 돋보이는 수작.	1
4592004	우아....새벽에보니까 무섭네 ㅠ_ㅠ 미스터리와에로스와 스릴러를 겸비한 영화!	1
7963429	짧지만 정말 재밌게 잘봤어요~. 윤계상 능청연기 좋구 잘됬으면 하는 생각을 계속 했네요~ ㅋㅋ	1
7175213	에린이 초반에 타던차 현대자동차 프레스토 네요. 보면서 추억이세록세록	1
9905070	남들이 철학적인 영화라고도 하지만 단순 액션용으로 봐도 이 정도 점수는 나와야된다	1
9364602	4.444.444.444.444.44	0
529768	효과음이 기가막혔던 영화	1
9040274	솔직히 평점 8점 이상은 되야되는거같다.	1
3208499	난강혜정이 일본가서 찍은건가 했네ㅋㅋ닮은것같다는 생각이 들었을 뿐이고...	0
6731536	일본영화 좋아한다면 꼭 봐야할 영화!	1
6615814	진짜 이건 아님ㅋㅋㅋㅋㅋ액션영화좋아해서 액션영화만 다운받아서 꾸준히 본게 벌써 몇년인 사람임 근데 이건 진짴ㅋㅋㅋㅋㅋㅋ아무리 점수 잘 줘도 100점 만점에 10점?ㅡㅡ돈주고봤는데너무아깝다진짜ㅜㅜ그리고대체 왜 13구역 타이틀을 달고나왔는지 모르겠음 실망	0
5529456	가슴이 먹먹하다, 뷰욕을 왜 이제서야 알게됐을까	1
7393226	커스틴 때문에 좋겠다	1
10036253	보는내내 찝찝하고 영화가 끝나고 나서도 불쾌했다.. 중년의 남성이 이렇게까지 추잡해보일 수가 있을까..	0
5812647	진짜 퀵이유로 이렇게 어이없고 재미없는영화는 처음입니다 진짜 돈아까운적은 두번째라	0
9713238	진짜재미없다..영화관에삼십분정도늦게들어갔는데사람이한명도없고..그이유를왠지알것같네..^^완전비추요	0
8717232	2012년에 본영화인대 솜이랑 키작은남자 살아서 나감	0
8342710	ㅋㅋ 조금은 유치했지만 왕조현 주윤발 이것만으로도 충분히 볼만했다.	1
8920121	난 솔직히 재미없었어. 코믹요소가 없어서	0
6148289	싸구려 왜색 영화, 키작고 교활한 일본원숭이들의 망상, 사무라이 정신..토나온다...	0
9208964	재미있게봄 감동적이고	1
10095017	아니 찍어놓고 모니터링 한번 안하나 어떻게 염치 업이 이런걸 극장에 걸수가 있지?	0
10010400	영화'산업'이라고 하잖는가? 이딴식으로 홍보 해놓고 속여서 팔았다는 게 소비자 입장에서는 짜증난다. 그나마 다행은 아주 싸구려를 상급품으로 속여판 게 아니라는 점. 그래서 1점. 차라리 연상호 감독 작품 처럼 홍보가 됐다면, 그 비슷하게 만이라도 하지	0
6486325	완전 감동이다 ㅠㅠ 박신혜 짱이뻐요 ㅎㅎ	1
9028463	절망속에서 결국 빠져나온 눈물겨운 실화	1
1253368	국민학교 다닐때 이거 동생이랑 보다가.... 눈물이...ㅋ	1
297077	욕망이라는 이름의 전차.	1
8599155	'디 워'랑 같은 부류.. 저예산 + 저렴한 CG + 마구잡이연출	0
8740203	무기여 잘있거라는 보는 내내 손에 땀을 쥐고본 첫번째 애니	1
8804100	배우들 연기력이 아깝다. 별 한 개도 아깝다.	0
5950829	딱 90년대코미디영화	0
3895103	어릴때 진짜 재미있게 봤음ㅋㅋㅋㅋ	1
9146695	정말최고의영화고 마지막 아이들의 노래와 비행기가 정말 잊을수 없는 여운을 남긴다.이런 영화를 이제알게된것자체가 후회될정도로 잔잔하고 깊은 여운이 남는 영화.	1
4993640	보면서 어이없어서 헛웃음만 나던....	0
5794799	악역인 금단비가 더 주목받았다는것은 주연여배우들의 미스캐스팅을 의미한다	0
1600635	General	0
1118508	보고 나서도 내내 여운이 남는 영화..	1
3488301	절대로 보지마라 보면 후회한다!!이걸영화라고 만든거냐!볼사람은 뇌를 놓고보아라!	0
7749595	무슨 내용인지 도통 모르겠다... 쓸데없이 특별해 보이려는 시도에만 열중이었던 영화.	0
9804254	기쁨, 슬픔, 생명 그리고 죽음. 인간의 역사속에 거대한 하나님의 우주적 섭리가 느껴지는 영화. 특별히 어머니의 역을 맡은 여배우의 여성미와 자애로움이 인상적이다. 인생을 살면서 그런 존재가 된다면. 영상미 예술이다!	1
9109132	이게뭔가요내용도없고	0
10136005	평점 어마어마하게 높네;;;; 빨리 낮춰야 할듯 5점이 적당한 영화.	0
9272388	이야기도보통재미있고. 10점정도는아니라고봐요.5점6점정도인데 고릴라제작한거도 잘했긴했고.하지만 감동은 보통..아쉬운결말	0
9832161	솔직히 웬만한 공포영화는 다 섭렵할만큼 매니아인데. 주온은 정말 무서웠었다. 아직까지도 샤워하면서 머리감을때 공포를 느낀다. 누가 나를 쳐다보고 있는 느낌이라서... 이 느낌 나말고도 겪어본사람 있을거야. 그만큼 당시에 대단했던 영화다.	1
6106079	아름다운 영화였어요	1
6760555	정말 광해와 비슷한가?	1
8658227	조쉬 하트넷 특유의 여성들을 자극하는 나약한듯하면서도 남성적인 이미지를 작 부각한듯	1
3284962	정말 속은느낌이다	0
9814376	몸매,베드신 보기좋다고 한사람은 영화 안본사람	0
9093996	잘봤어요 외모뿐만이 아니라 여러가지들을 따지며 사랑에 빠지는것이 아니라 '하려고' 하는 요즘 사람들에게 좋은 영화인거 같아요....	1
8891326	최악의 쓰레기. 어설프려고 정말 노력했다	0
8016672	콜린파렐. 123412341234	1
9884619	난이게 제일 재밌었는데..	1
3095788	난 좋았는데요..... 괜찮았어요	1
7008459	영화보다 댓글이 더 재밌어	0
8365221	에라이 미친 사이코 드라마야!!!	0
7326531	모든 일본문화가 들어가 있다고 할 수 있을까? 최고의 사극!!	1
8415974	엄청나게 기대를 하고 본게 아니라 괜찮았던듯?	1
8488748	더빙이 똥이야 ....	0
5235134	안타깝네. 이해를 못하는사람들 속출. 불교적이고 철학적인 작품.	1
7441317	진짜 이런 개 씨,1바ㄹ OOO 같은 영화 개 시간낭비 의미도없고 무섭지도않고 내가 왠만하면 공포영화는 즐겨보는데 이건 진짜 OOOO같다	0
7403099	색다르고 재밌는 영화였음. 실제로도 이런 일이 있다면 참 재밌을 것 같음. 막장 of 막장.	1
57586	어캐봐여? 꼬옥~~~~~~~보고싶내여~~~~~~~~~~~~~~~~~~~~	0
5141238	정말 식상하다못해 촌스럽기까지 ~~~~~~~~~~	0
5575615	종교적 분위기 물씬 풍기는 최루성 가족영화	0
765033	재밌다	1
286680	그냥 살지 그랬어.. 이성재만 멋짐	0
9694445	음악영화라 나에겐 취향저격이지만... 비긴어게인처럼 대중적으로 흥행하긴 힘들 영화네요.. 하지만 여주가 너무 매력적이에요 ㅎㅎ	1
5256752	별 0개 선택 왜없어요? 솔직히 별 반개도 아깝다	0
5316818	돈에 미친 남편과 .. 아기에 미친 돈 있는 남자 그속에서 갈등 하는 여자 18	0
4929205	어린이의 시점에서만 볼만하겠지. 오로지 어린이의 시점.	0
7764248	잠을 청할 수 있었다.	0
5610275	좋아하는 사람의 뇌가 아니던가?.. 완전 난해함.. 결말 왕실망임	0
4975754	전작에 비해서 왠지 허탈하다. 카이사르도 전작이 더 멋있는 듯 하고...	0
8098297	김민종 최고! 더 잘되시요	1
4437772	공격적인 재미, 유순한 여성성, 일기토, 지략 삼국지의 그것과 맞짱!	1
8750781	-점수를 주고 싶다. 2003년에 이정도 밖에 못만들었다는게 충격...	0
5317808	비디오테잎으로 좍좍 감아가며 봤던 영화. 가장 슬펐던 영화	1
7941197	도입부를 제외하고는 따분.헬기에서 민간인을 마구 쏴 죽이는 미군, 베트공 여성 스나이퍼 등,현실감 없는 극단적인 설정.라이언 일병에서의 업햄 그리고 이 영화 주인공인 조커, 두 넘 모두 내가 싫어하는 캐릭터, 착한척 하면서 주위에 피해를 주는 넘들.	0
8392485	재밌는데...나만 그런가? 참고로 우리나라 까거나 하는건 하나도 안나옴 그냥 지들끼리 소설쓰고 지들끼리 자위하고 자위대도 등장하는데 그사람들도 자위나 하고 있음 일본 감정 다 떠나서 과학도로써 과학적으로 볼만한 영화였음 신선함	1
9551603	제 취향은 아니네요~~~~	0
1128434	평점 조절...	0
8098523	1점도 아까운 쓰레기영화 전작이 아까움	0
9969680	일편에 비해 삽질하는 브리짓이 쪼~끔 짜증날 때도 있었지만 그래도 여전히 사랑스럽다ㅎ 콜린 퍼스와 휴 그랜트를 한자리에 모아놓은 것 만으로도 10점줘야함!	1
7467524	지금까지본 아이리스 시리즈중 최악이다ㅠㅠ 이거해도 너무하는거아닌가...수치스럽다. 연기고자시고 다 떠나 너무도허접합....	0
9375027	연기력때문에 할말이 없다. 정우성과 고소영이 왜그토록 흥행작이 없는지 알고싶으면, 비트에서 연기하는거 봐라.	0
10079804	전라도 노예 업주 처벌 안받았나요?? 이슈가안됐네요 그러고보니..	1
4459001	배우가 아깝다 ,,	0
1971330	볼만 한데	0
8777093	결말의 의미공자가 자연에 숨어사는 노자에게 말했지. 짐승도 끼리끼리 사는데 사람이라고 따로 사냐고 진정 순수함은 더러운것사이에서도 그 빛을 유지하는것 ·	1
746383	크리스 터커 짱이삼! ㅋㅋ	1
10106046	믿고보는 덴젤와싱턴. 근데 모레쯔는 왜이렇게 후덕하지...	1
9456361	나오코 진짜 집중안된다	0
2461114	감독이 밥은 먹고 다니는지 궁금하다. 배틀로얄2 이후로 최고 쓰래기.	0
4854124	아 재미 너무 없네요.. 시간 아까워요	0
3352939	난 잼있던데..ㅎㅎ	1
8225461	어떻게 상류층의 속물근성을 정당화시키면서미화시킨지 모르겠다. 감독이 국회의원이나 사회적 강자한테 아부하고 싶은 가봐요 그리고 얼굴만 예쁘다고 왕되는것은 맞지만 드라마라도 도덕적으로 표현좀 해야되는게 아닌가요 감독님 정신차리세요	0
4728005	가만히 보고만 있어도 씨익 웃음나는 행복한 가족의 이야기	1
8761788	사고 후 잠시 정상인이 되었던 일탈	0
7094992	좋은 영화~	1
7915590	이거예전에나온거같은데 재미네	1
8693853	샬라샬라 나오다즁자쥬아	0
6714986	......감독의 옹졸함과 치졸함이 묻어나는 영화	0
5073654	팔빠다 ㅋㅋ	0
1227060	재미없음 -_-	0
8331844	무슨 생각으로 만든걸까.	0
9594029	스토리도 흥미롭고 배우들의 연기도 인상적이다. 충분히 볼만하다!!!	1
5683859	내 인생 최고의 미드!!	1
9907691	이 영화를 보고 '사랑하고 싶다' 라는 생각을 했습니다. 청소년 관람불가임에도 선정적인 장면은 나오지 않았습니다. 연인 혹은 솔로이신 분들에게 추천합니다.	1
10103306	일본공포영화는 링 주온 이후로 망했음	0
5850503	지루하다.. 지루해..	0
10070313	625를 직접 겪은 어르신들 얘길 들어보면 그당시 잔인한 학살은 대부분 주민들 서로간에 (주로 하층민들의 복수심에서 비롯된) 또는 군/경이 빨치산 학살한다며 벌인 살인이었지 정작 북한군은 민간인들한테는 잘해줬다고 하던데?	1
6475186	그냥 다큐일뿐 ..	0
8058599	10점짜리 영화는아닌데 개인적으로는 평균평점 7점정도의 가치는 한다고 본다 스타일리쉬한 영화 ㅋ	1
8217932	정말 질질끌고 작가님제발좀 적당히하시죠은희수역맡은 사람도 그만 나쁘게 만들지아침드라마가 막장이네	0
3134317	으이구 괴물 그래픽이나 좀 다듬지 그게 머니 다 티나게 공포영화보다 웃은 건 첨이다	0
5725614	대표적인 쓰레기 김치드라마	0
1251944	네이버 별점, 꽤 신뢰도가 높네요.5점 이하는 안보는게 좋을듯..	0
9836293	남주 헤어스타일 왜 저래...? 가게분신노찌쯔!!!!	0
3935543	이런영화는 두번봐야지 안다 작은 일에도 크게 화를만드는 저나라의 국민이 인상깊다	0
9329701	김명민이 약 구해서 차 탔을 때 진짜 설마설마 했음	0
6987687	보지말아라 재미있든 재미없든 진짜 찝찝하고 기분 드러운 영화공포영화 싸이코 영화...	0
4268313	짝퉁쓰래기	0
8751084	이거 시청률이 너무낮은대 명작이고만	1
9579206	현실감 제로지만 배우들이 너무 좋았어요. 특히 다니엘헤니를 많이 볼 수 있어 좋았어요. 같은 남자지만 게이는 아닙니당. 다니엘헤니 최고. 설경구 씨두 최고!	1
6380732	프레디가 나에게 모욕감을 줬다 그래도 프레디라서4점준다	0
6730559	잼없네요넘	0
10121905	평점이 너무 높군요. 원작으로 보심이 나을듯. 짧은 러닝타임에 감사하다고 해야하나. 주인공이 썰매를 타고 목적지에 가니 모든 사람들의 기억이 돌아온다는 황당한 설정이고 인간의 감정을 통제한다는건 데몰리션맨, 이퀄리브리엄에서 봤기때문에 신선함도 없음	0
8822540	막장 드라마의 원조격인 영화... 근데 이 영화는 확실히 로즈번이 살린듯	1
9109790	해군 출신이라 관심있게 본 영화~	1
9953912	파란색 슬픔이 영화에..	0
7298459	액션 완전 OOO기..차라리 유오성이 나오는 챔프를 보겠다..;;	0
9355956	폭풍오열ㅠㅜㅠㅍ퓨ㅠ	1
4329345	착한영화... 그리고... 재미없습니다	0
1504875	사소한 이야기조차 눈을 뗄수 없게 만들던 거장의 솜씨. 예전 장이모우 그립다	1
8960254	내가본영화중 베스트5안에 듬 진짜꼭보세요	1
7589723	지금까지 본 페이크다큐영화중 제일 별로...	0
9797993	재미도 있고 공감도되는 누구나 즐길수있는 독립영화 !!!	1
1180080	"""시미즈레이코의 만화책""""비밀"""".에서 영향받은거 아냐? 똑같애"""	0
8293622	기존 한국 영화에서 느끼지 못한 색다른 느낌상업적이기 보다는 새로움에 도전한듯한 ..	1
4431197	장난하나--반전같은거 있을 줄 알고 끝까지 다 봤는데 진짜 아오..시간아까워	0
8937179	예고편을 왜 하는건지 모르겠음.. 예고편에 나오는건 하나도 안나오고.. 예고편은 대판 쌈질 하는것마냥 나오더니 하하호호 하고 끝남.. 예고편이 무슨 뜻인지를 모르는건지.. 시청자들을 호구로 보는건지..낚시질좀 그만하시고 차라리 시청률 걱정되면 폐지해	0
8846509	난 프랑스 영화가 이래서 좋다..	1
9335640	쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기	0
435623	참 재밌게 봤는데... 귀여운 지미 +_+	1
4198269	시간이 지나서 또 봐도 정말 가슴애린 드라마......ㅠ.ㅠ	1
5733754	사촌동생들 때문에 같이 보긴했는데 정말.. 사촌동생들도 재미없다고 하네요	0
8278608	설득력없는 꼴통페미니즘. 페미나치적인 마인드.	0
23653	B급을 지향하는 C급 작품.	0
7813287	음 잘 모르겠다 뭘 봐야 하는 건지 소녀 가장 이야기인가	0
5824795	우리와 틀리다고 생각했던 장애인이 우리와 틀리지않단것을 알려주었다.10403	1
842944	재밌고 감각있고 쿨한 영화였는데.마지막 결말이 약간 아쉽지만	1
7929874	그냥 재미없네 보던거니까 마저봐야지 이랬는데 갑자기 원주민생활하는건 진짜 어처구니가 없었음이건 그냥 영화가 아니다	0
10155376	진짜 언제 90분이 지나갔는지 모를정도로 몰입해서보고 정말 너무 재미있게 봄... 너무 아련해서 영화 평 정말 처음 남겨봄.. 진짜 내가 이 나이에 애니를 보며 이 밤중에 이렇게 울줄이야.. 에몽아ㅠㅠ	1
8680215	사과해요, 나한테!!!	1
7679026	골목상권에 들어온 대형슈퍼마켓이 생각난다	0
9989270	평점 조절이 필요하다 라는 생각이 든다!	0
8827685	무협 멜로의 걸작 ... 말해 모해	1
5524686	너무재미있게 보았는데요 다시 볼수없을까요	1
6158788	오글거리고 유치하고 완전최악이었음...	0
307912	절대비추.....	0
